Go.	가.
Tom is quite shy, isn't he?	톰은 좀 소심한 것 같지 않아?
Tom is unbelievably naïve.	톰은 못 믿길 정도로 순진해.
Tom is wearing a blue coat.	톰은 파란 코트를 입고 있어.
Tom is wearing a blue coat.	톰은 파란색 코트를 입고 있어.
Tom isn't tall for his age.	톰은 나이에 비해 키가 크지 않아.
Tom nodded understandingly.	톰은 이해하고 있다는 듯이 고개를 끄덕였다.
Tom often sings in his car.	톰은 자기 차 안에서 가끔 노래해.
Tom painted his room white.	톰은 자기 방을 하얗게 칠했어.
Tom pondered his next move.	톰은 다음 행동을 곰곰이 생각했어.
Tom says that he's met you.	톰이 널 만난 적 있다고 말했어.
Tom slammed down the phone.	톰은 전화기를 쾅 놓았다.
Tom sold everything he had.	톰은 가진것을 모두 팔았다.
Tom suffers from headaches.	톰은 두통에 시달리고 있어.
Tom swims well for his age.	톰은 나이에 비해 수영을 잘해.
Tom used to be a policeman.	톰은 한때 경찰이었었어.
Tom was diagnosed with ASD.	톰은 자폐스펙트럼으로 진단받았어.
Tom was very disrespectful.	톰은 매우 무례했다.
Tom's attitude has changed.	톰의 태도가 변했어.
Tom's birthday's coming up.	톰 생일이 다가오고 있어.
War began five years later.	5년 후에 전쟁이 시작됐어.
We need to review the case.	우리는 그 사건을 검토할 필요가 있다.
We'll learn the truth soon.	우리는 곧 진실을 알게 될거야.
We'll wait until it's dark.	우린 어두워질 때까지 기다릴게.
We're all in the same boat.	우리는 모두 같은 배를 탔다.
We're coming back tomorrow.	우리는 내일 돌아올거야.
We've isolated the problem.	우리는 그 문제를 고립시켰어.
We've wasted a lot of time.	우리는 허송세월을 보냈어.
What are you writing about?	뭐에 대해 쓰고있어?
What color is your new car?	너 새차 색깔이 뭐야?
What's your Skype username?	네 스카이프 사용자 이름은 뭐야?
When should I feed the dog?	언제 개한테 먹이를 줘야 해?
Where will you go tomorrow?	내일 어디로 갈거야?
Where's the subway station?	지하철은 어디에 있어?
Who's going to sing for us?	누가 우리한테 노래해 줄거야?
Who's your favorite singer?	좋아하는 가수가 누구야?
Who's your favorite singer?	좋아하는 가수는 누구예요?
Why is French so difficult?	어째서 프랑스어는 이렇게나 어려울까?
Would you mind if I helped?	내가 도와도 괜찮겠니?
You know it doesn't matter.	상관없는 거 알잖아.
You lied to me, didn't you?	절 속이셨죠?
You lied to me, didn't you?	너 나 속였지?
You, too, can learn French.	너도 마찬가지로 프랑스어를 배울 수 있어.
Are you trying to hit on me?	지금 나를 유혹하는 거야?
At present, he is in Canada.	현재, 그 사람은 캐나다에 있어.
Can I take your word for it?	내가 그것에 대한 너의 말을 믿어도 되겠니?
Can the price be discounted?	가격을 깎을 수 있나요?
Can you justify your action?	네 행동을 정당화할 수 있니?
Did Tom tell you what to do?	톰이 네게 뭘 해야 할지를 말해줬니?
Did you know Tom was lonely?	톰이 외롭다는 걸 알고 있었어?
Did you know Tom was lonely?	톰이 외롭다는 걸 알고 계시나요?
Do you believe in evolution?	진화론을 믿니?
Do you have to work tonight?	오늘 밤에 일해야 하니?
Do you two want to be alone?	너희 둘은 혼자가 되고싶어?
Do you want to look into it?	살펴보고 싶어?
Don't you want to try again?	다시 시도하지 않을래?
Everybody wants to be loved.	누구나 사랑 받고 싶어 해.
Excuse me, where's the exit?	실례합니다. 출구가 어디인가요?
Has the snow already melted?	눈이 이미 녹았어?
Have you ever donated blood?	헌혈해 본 적이 있니?
Have you ever dreamed of me?	내 꿈 꿔본 적 있어?
Have you made your decision?	결정 했니?
He can speak five languages.	그 사람은 다섯 개 국어를 할 줄 알아.
He is suffering from a cold.	그 사람은 감기로 몸살을 앓고 있어.
Her jokes made us all laugh.	그 사람의 농담은 우리 모두를 웃게 했었어.
How do you like them apples?	사과 좋아요?
Humans originated in Africa.	인간은 아프리카에서 기원했다.
I already know you did that.	네가 그것을 했다는 것을 이미 알고 있다.
I can't describe my sadness.	나의 슬픔을 뭐라 표현할 수가 없네.
I could barely open my eyes.	난 눈을 거의 뜰 수 없었어.
I didn't know Tom was ready.	톰이 준비된 줄 몰랐어.
I don't celebrate birthdays.	난 생일같은 건 축하하지 않아.
I don't know about this one.	그건 잘 모르겠네.
I eat meat almost every day.	나는 매일같이 고기를 먹고 있어.
I haven't finished this yet.	이거 아직도 못 끝냈어.
I haven't heard from anyone.	아무에게도 들어본 적이 없어.
I know that Tom is autistic.	난 톰이 자폐증이란 걸 알고 있어.
I know what Tom needs to do.	나는 톰이 무엇을 할 필요가 있는지 알고 있다.
I live in a small apartment.	나는 작은 아파트에 살아요.
I live in a small apartment.	나는 작은 아파트에서 살아.
I managed to crack the code.	난 코드를 간신히 해킹했어.
I only did the bare minimum.	난 가장 최소한의 정도만 했어.
I read several books a week.	난 일주일에 책을 여러 권 읽어.
I really feel sorry for Tom.	나는 톰한테 너무 미안해.
I recognized Tom right away.	나는 톰을 즉각 알아챘어.
I study French all the time.	나는 항상 프랑스어를 공부해.
I suddenly got very worried.	난 갑자기 너무 걱정이 되었어.
I think the mistake is mine.	이건 내탓인 것 같아.
I think this is Tom's house.	이건 톰의 집인 것 같아.
I think you should meet Tom.	너는 톰을 만나봐야 할 것 같아.
I thought Tom looked lonely.	톰이 외로워 보이는 줄 알았어.
I told Tom not to use those.	난 톰한테 그걸 쓰지 말라고 했는데.
I took the subway yesterday.	어제 지하철을 탔어.
I took the subway yesterday.	난 어제 지하철을 탔어.
I tried to apologize to Tom.	톰에게 사과하려고 했어.
I understand your situation.	네 상황을 이해해.
I used to do that every day.	난 그걸 매일 했었어.
I used to live in Australia.	난 호주에 살았었어.
I want you to work with Tom.	난 네가 톰이랑 같이 일했으면 좋겠어.
I was miserable and unhappy.	나는 비참하고 불행했어.
I wish I were an only child.	내가 외동이었으면 좋았을 텐데.
I'd like to visit Australia.	나는 오스트레일리아에 가고 싶어.
I'm going to shoot that guy.	난 그 인간을 쏠 거야.
I'm in the same boat as you.	나도 너랑 같은 처지야.
I'm not sure what they want.	그들이 원하는 게 뭔지 모르겠다.
I'm not sure where to start.	어디서부터 시작할지 잘 모르겠어.
I'm sorry I opened my mouth.	내가 입을 열어서 미안해.
I'm sorry if I offended you.	기분 상하게 했다면 미안해.
I'm sorry that I kissed Tom.	톰한테 키스해서 미안해.
I'm sorry, I can't help you.	미안한데, 내가 도와줄 수가 없어.
I'm still in love with Mary.	나는 아직 메리를 사랑해.
I've been working all night.	나는 밤새 일하던 중이었어.
I've been working very hard.	난 열심히 일하고 있었어.
I've learned a lot from Tom.	난 톰한테서 많은 걸 배웠어.
If I were you, I'd help Tom.	만약 내가 너라면, 톰을 도울거야.
Is that all you want to say?	그게 네가 하고 싶은 말 전부니?
Is there enough room for us?	저희들을 위한 방이 충분히 있나요?
It couldn't have been worse.	이보다 더 나쁠 수는 없었어.
It's a symbol of friendship.	이건 우정의 표시야.
It's nothing I can't handle.	내가 감당할 수 있어.
Jackson fell from his horse.	잭슨은 자기 말에서 떨어졌어.
Let us know what you decide.	네가 결정한 걸 알려줘 봐.
Mary is a middle-aged woman.	메리는 중년 여성이야.
Most people think I'm crazy.	대부분의 사람들은 내가 미쳤다고 생각해
My son is small for his age.	내 아들은 또래에 비해 키가 작아.
Not all of my cats are gray.	모든 고양이가 회색인 건 아니야.
Our new car is not very big.	우리의 새 차는 그렇게 크지는 않다.
Perhaps you should tell Tom.	아마 너는 톰에게 말해야 해.
Please tidy up your bedroom.	네 침실 좀 정리해라.
She doesn't love me anymore.	그 사람은 나를 더 이상 사랑하지 않아.
She is watering the flowers.	그 사람은 꽃에 물을 주고 있어.
She is watering the flowers.	그는 꽃에 물을 주고 있어.
Somebody was talking to Tom.	누군가 톰한테 말을 걸고 있었어.
Someone ate all my cupcakes.	누가 내 컵케익 다 먹었어
That's why I can't help you.	이게 바로 내가 널 도와줄 수 없는 이유야.
The cat is still very young.	그 고양이는 아직도 많이 어려.
There's a full moon tonight.	오늘밤은 보름달이 떴어.
There's a spider in the box.	상자 안에 거미가 있어.
This is a Turkish tradition.	이건 터키 전통이야.
This plate isn't very clean.	이 접시는 그다지 깨끗하지 않아.
Today is a national holiday.	오늘은 공휴일이야.
Tom and I are house hunting.	톰이랑 나는 집을 구하고 있어.
Tom and I first met in 2013.	나랑 톰은 2013년도에 처음 만났어.
Tom and I meet every Monday.	나랑 톰은 월요일마다 만나.
Tom doesn't cut any corners.	톰은 요령 피우지 않는다.
Tom has a learning disorder.	톰은 학습 장애가 있어.
Tom has high blood pressure.	톰은 고혈압이다.
Tom is a boy about your age.	톰은 너와 같은 또래의 남자애야.
Tom is a decent human being.	톰은 제대로 된 인간이야.
Tom is a software developer.	톰은 소프트웨어 개발자야.
Tom is a very frugal person.	톰은 아주 검소한 사람이야.
Tom is like his grandfather.	톰은 마치 자기 할아버지같아.
Tom is overweight, isn't he?	톰은 과체중이지.
Tom is sitting on the porch.	톰은 현관에 앉아 있어.
Tom is used to working hard.	톰은 한때 열심히 일했었어.
Tom looks young for his age.	톰은 나이에 비해 어려 보여.
Tom refused to talk to Mary.	톰은 마리랑 대화하는 것을 거절했어.
Tom said he was ready to go.	톰이 자기 갈 준비 됐다고 말했어.
Tom said he was very lonely.	톰이 무척 외로웠다고 말했어.
Tom seems to be very lonely.	톰은 무척이나 외로워 보여.
Tom turned off his computer.	톰은 자기 컴퓨터를 껐어.
Tom's boss was really angry.	톰의 상사는 정말 화가 났다.
We'll meet again in October.	우리는 10월에 다시 만날 것이다.
What kind of work do you do?	어떤 종류의 일을 하세요?
What's Tom's favorite drink?	톰이 가장 좋아하는 음료는 뭐야?
What's the weather tomorrow?	내일 날씨는 어때?
What's your opinion on that?	그것에 대한 당신의 의견은 무엇인가?
When did you come to Boston?	보스턴에 언제 왔어?
Who else does Tom work with?	또 누가 톰이랑 일해?
Who is your favorite singer?	좋아하는 가수가 누구야?
Who is your favorite singer?	좋아하는 가수는 누구예요?
Who's eaten all the cookies?	대체 누가 쿠키를 다 먹었어?
Why are you acting so crazy?	너 왜 그렇게 미친 사람처럼 행동해?
Why are you still at school?	너 왜 아직도 학교에 있어?
Why are you walking so fast?	왜 그렇게 빨리 걸어?
Why didn't you go to school?	왜 학교에 가지 않았어?
Why do you like this school?	왜 이 학교를 좋아해?
Why does Tom feel so lonely?	왜 톰은 그렇게나 외로워해?
Will you lend me your knife?	네 나이프좀 빌려줄래?
A Mexican taught him Spanish.	멕시코인에 그에게 스페인어를 가르쳐 주었다.
A cute girl caught Tom's eye.	귀여운 여자애가 톰의 눈길을 사로잡았어.
Aren't you going to go there?	거기에 가 있지 않을 거야?
Could you give me an example?	예를 들어 주시겠습니까?
Do you expect Tom to be late?	톰이 지각할거라고 예상하고 있어?
Do you really think it's bad?	정말 이게 나쁘다고 생각해?
Does acupuncture really work?	침술이 정말로 효과가 있어?
